SCORES_TXT_BEGIN_0 0 100 9 BLEU
31 32 29 31 27 30 25 29 32 
32 32 31 31 30 30 29 29 32 
30 32 27 31 25 30 23 29 32 
30 32 27 31 24 30 21 29 32 
30 32 27 31 24 30 21 29 32 
32 32 31 31 30 30 29 29 32 
30 32 27 31 24 30 21 29 32 
30 32 27 31 25 30 23 29 32 
31 32 29 31 27 30 25 29 32 
30 32 27 31 24 30 22 29 32 
30 32 27 31 24 30 21 29 32 
31 32 29 31 27 30 25 29 32 
31 32 29 31 27 30 25 29 32 
29 32 25 31 22 30 19 29 32 
29 32 25 31 22 30 19 29 32 
30 32 27 31 24 30 21 29 32 
30 32 27 31 25 30 23 29 32 
31 32 29 31 27 30 25 29 32 
31 32 29 31 27 30 25 29 32 
31 32 29 31 28 30 27 29 32 
29 32 25 31 22 30 19 29 32 
29 32 25 31 23 30 21 29 32 
30 32 27 31 24 30 21 29 32 
29 32 26 31 23 30 20 29 32 
31 32 29 31 27 30 25 29 32 
31 32 29 31 27 30 25 29 32 
31 32 29 31 27 30 25 29 32 
31 32 29 31 27 30 25 29 32 
30 32 27 31 24 30 21 29 32 
29 32 25 31 21 30 17 29 32 
29 32 25 31 21 30 17 29 32 
30 32 27 31 24 30 22 29 32 
29 32 25 31 22 30 20 29 32 
30 32 27 31 24 30 22 29 32 
29 32 25 31 22 30 19 29 32 
31 32 29 31 27 30 25 29 32 
29 32 25 31 22 30 19 29 32 
29 32 25 31 22 30 19 29 32 
30 32 27 31 24 30 21 29 32 
30 32 27 31 24 30 21 29 32 
31 32 29 31 27 30 25 29 32 
30 32 27 31 24 30 21 29 32 
31 32 29 31 28 30 27 29 32 
31 32 29 31 27 30 25 29 32 
31 32 29 31 27 30 25 29 32 
30 32 27 31 24 30 21 29 32 
29 32 25 31 23 30 21 29 32 
29 32 25 31 22 30 20 29 32 
29 32 25 31 23 30 21 29 32 
30 32 27 31 24 30 21 29 32 
30 32 27 31 24 30 21 29 32 
29 32 25 31 21 30 18 29 32 
29 32 25 31 21 30 19 29 32 
30 32 27 31 25 30 23 29 32 
29 32 25 31 21 30 18 29 32 
29 32 25 31 21 30 17 29 32 
31 32 29 31 27 30 25 29 32 
31 32 29 31 27 30 25 29 32 
30 32 28 31 26 30 24 29 32 
31 32 29 31 27 30 25 29 32 
29 32 25 31 22 30 19 29 32 
29 32 25 31 21 30 18 29 32 
28 32 24 31 21 30 18 29 32 
29 32 25 31 21 30 17 29 32 
29 32 25 31 21 30 17 29 32 
29 32 25 31 22 30 19 29 32 
29 32 25 31 21 30 17 29 32 
29 32 25 31 22 30 19 29 32 
31 32 29 31 27 30 25 29 32 
30 32 27 31 24 30 21 29 32 
29 32 25 31 22 30 20 29 32 
30 32 27 31 24 30 21 29 32 
31 32 29 31 27 30 25 29 32 
30 32 27 31 24 30 21 29 32 
30 32 27 31 24 30 21 29 32 
31 32 29 31 27 30 25 29 32 
29 32 25 31 22 30 19 29 32 
31 32 29 31 27 30 25 29 32 
31 32 29 31 27 30 25 29 32 
30 32 27 31 24 30 21 29 32 
31 32 29 31 27 30 26 29 32 
30 32 27 31 24 30 21 29 32 
31 32 29 31 27 30 25 29 32 
30 32 27 31 25 30 23 29 32 
30 32 27 31 24 30 21 29 32 
29 32 25 31 23 30 21 29 32 
28 32 23 31 19 30 15 29 32 
30 32 27 31 25 30 23 29 32 
31 32 29 31 27 30 25 29 32 
28 32 23 31 19 30 15 29 32 
29 32 25 31 21 30 17 29 32 
29 32 25 31 22 30 19 29 32 
29 32 25 31 22 30 20 29 32 
31 32 29 31 27 30 25 29 32 
29 32 26 31 24 30 22 29 32 
28 32 23 31 20 30 17 29 32 
30 32 27 31 24 30 21 29 32 
28 32 23 31 20 30 17 29 32 
31 32 29 31 27 30 25 29 32 
29 32 25 31 22 30 19 29 32 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 100 9 BLEU
67 72 63 71 59 70 55 69 72 
66 72 62 71 58 70 54 69 72 
68 72 64 71 60 70 56 69 72 
68 72 64 71 60 70 56 69 72 
68 72 61 71 56 70 51 69 72 
67 72 63 71 59 70 55 69 72 
68 72 64 71 60 70 56 69 72 
66 72 61 71 56 70 51 69 72 
67 72 63 71 59 70 55 69 72 
69 72 65 71 61 70 57 69 72 
67 72 60 71 55 70 50 69 72 
69 72 62 71 57 70 52 69 72 
67 72 63 71 59 70 55 69 72 
67 72 62 71 58 70 54 69 72 
69 72 65 71 61 70 57 69 72 
69 72 62 71 57 70 52 69 72 
65 72 60 71 55 70 50 69 72 
67 72 62 71 57 70 52 69 72 
68 72 61 71 56 70 52 69 72 
68 72 64 71 60 70 56 69 72 
69 72 66 71 63 70 60 69 72 
66 72 61 71 56 70 51 69 72 
68 72 61 71 56 70 51 69 72 
69 72 62 71 57 70 52 69 72 
67 72 62 71 57 70 52 69 72 
66 72 62 71 58 70 54 69 72 
68 72 64 71 60 70 56 69 72 
67 72 60 71 55 70 50 69 72 
68 72 63 71 59 70 55 69 72 
68 72 61 71 56 70 51 69 72 
70 72 63 71 58 70 53 69 72 
68 72 64 71 60 70 56 69 72 
68 72 64 71 60 70 56 69 72 
66 72 61 71 56 70 51 69 72 
66 72 61 71 56 70 52 69 72 
66 72 61 71 56 70 51 69 72 
67 72 62 71 57 70 52 69 72 
66 72 61 71 57 70 53 69 72 
66 72 61 71 56 70 51 69 72 
68 72 61 71 56 70 51 69 72 
67 72 60 71 55 70 52 69 72 
69 72 62 71 57 70 53 69 72 
68 72 64 71 60 70 56 69 72 
70 72 67 71 64 70 61 69 72 
65 72 60 71 55 70 50 69 72 
67 72 62 71 57 70 52 69 72 
68 72 60 71 55 70 50 69 72 
70 72 63 71 58 70 53 69 72 
66 72 61 71 56 70 51 69 72 
68 72 63 71 58 70 53 69 72 
67 72 63 71 59 70 55 69 72 
68 72 64 71 60 70 56 69 72 
69 72 62 71 57 70 53 69 72 
66 72 59 71 54 70 49 69 72 
68 72 61 71 56 70 51 69 72 
66 72 61 71 56 70 51 69 72 
66 72 61 71 56 70 51 69 72 
67 72 62 71 57 70 52 69 72 
69 72 59 71 53 70 48 69 72 
69 72 62 71 57 70 52 69 72 
70 72 64 71 60 70 56 69 72 
67 72 63 71 59 70 55 69 72 
69 72 65 71 61 70 57 69 72 
67 72 63 71 59 70 55 69 72 
69 72 66 71 63 70 60 69 72 
67 72 63 71 59 70 55 69 72 
65 72 60 71 55 70 50 69 72 
67 72 62 71 57 70 52 69 72 
65 72 60 71 55 70 51 69 72 
67 72 62 71 57 70 53 69 72 
67 72 59 71 54 70 49 69 72 
66 72 60 71 55 70 50 69 72 
68 72 63 71 58 70 53 69 72 
66 72 61 71 56 70 52 69 72 
68 72 61 71 56 70 51 69 72 
65 72 60 71 56 70 52 69 72 
67 72 62 71 58 70 54 69 72 
65 72 60 71 55 70 50 69 72 
67 72 62 71 57 70 52 69 72 
67 72 60 71 55 70 50 69 72 
69 72 62 71 57 70 52 69 72 
68 72 61 71 56 70 53 69 72 
67 72 62 71 57 70 53 69 72 
69 72 65 71 61 70 57 69 72 
68 72 64 71 60 70 56 69 72 
66 72 61 71 56 70 51 69 72 
67 72 62 71 57 70 52 69 72 
69 72 65 71 61 70 57 69 72 
69 72 61 71 56 70 51 69 72 
67 72 59 71 53 70 48 69 72 
67 72 62 71 57 70 52 69 72 
67 72 62 71 57 70 53 69 72 
67 72 62 71 57 70 52 69 72 
68 72 64 71 60 70 56 69 72 
67 72 62 71 58 70 54 69 72 
69 72 65 71 61 70 57 69 72 
67 72 63 71 59 70 55 69 72 
67 72 62 71 58 70 54 69 72 
67 72 62 71 57 70 52 69 72 
69 72 62 71 57 70 52 69 72 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 100 9 BLEU
43 46 39 45 36 44 33 43 46 
42 46 38 45 35 44 32 43 46 
42 46 37 45 33 44 30 43 46 
44 46 41 45 38 44 35 43 46 
44 46 41 45 39 44 37 43 46 
44 46 41 45 38 44 35 43 46 
42 46 37 45 33 44 29 43 46 
42 46 37 45 33 44 29 43 46 
41 46 36 45 33 44 30 43 46 
43 46 40 45 37 44 34 43 46 
43 46 39 45 35 44 32 43 46 
43 46 40 45 38 44 36 43 46 
43 46 39 45 36 44 34 43 46 
43 46 39 45 35 44 32 43 46 
43 46 39 45 35 44 31 43 46 
45 46 43 45 41 44 39 43 46 
45 46 43 45 41 44 39 43 46 
41 46 36 45 32 44 29 43 46 
41 46 36 45 32 44 29 43 46 
43 46 39 45 35 44 31 43 46 
41 46 36 45 32 44 28 43 46 
42 46 37 45 33 44 29 43 46 
41 46 35 45 30 44 26 43 46 
43 46 39 45 35 44 31 43 46 
45 46 43 45 41 44 39 43 46 
43 46 39 45 36 44 33 43 46 
43 46 39 45 35 44 31 43 46 
