FEATURES_TXT_BEGIN_0 0 100 2 Feature0_0 Feature1_0 
-73.8381 -0.194997 
-78.5007 -1.01178 
-75.4331 -1.1357 
-78.1252 -1.53708 
-78.285 -1.56383 
-78.5007 -1.65276 
-66.7453 -1.76931 
-73.8629 -1.871 
-80.0956 -1.95248 
-74.4256 -2.25717 
-74.3994 -2.29154 
-82.7877 -2.35386 
-82.9475 -2.38061 
-79.7202 -2.47778 
-79.8799 -2.50453 
-74.5293 -2.5082 
-78.4207 -2.52736 
-71.4078 -2.5861 
-80.0956 -2.59346 
-78.5254 -2.68779 
-68.3403 -2.71001 
-75.4579 -2.8117 
-78.013 -2.87293 
-74.8061 -2.90591 
-82.7877 -2.99484 
-82.9475 -3.02159 
-79.0881 -3.07396 
-79.0619 -3.10832 
-80.4937 -3.10997 
-71.0324 -3.1114 
-71.1922 -3.13815 
-74.4655 -3.19257 
-76.0206 -3.19787 
-76.2489 -3.20439 
-78.15 -3.21308 
-71.4078 -3.22708 
-75.9944 -3.23224 
-78.3098 -3.23983 
-84.3827 -3.29456 
-84.5425 -3.32131 
-79.1918 -3.32498 
-78.3384 -3.32529 
-78.5254 -3.32876 
-83.2266 -3.34415 
-73.8381 -3.40498 
-72.9745 -3.41995 
-66.7701 -3.44532 
-76.1242 -3.4489 
-80.0156 -3.46806 
-73.0028 -3.5268 
-73.8381 -3.52685 
-78.7127 -3.59925 
-78.8725 -3.626 
-80.1204 -3.62849 
-78.6865 -3.63362 
-78.8463 -3.66037 
-82.6756 -3.68972 
-79.0881 -3.71493 
-79.4686 -3.72269 
-79.0619 -3.7493 
-79.608 -3.81363 
-67.3328 -3.83149 
-76.401 -3.84661 
-78.8164 -3.85028 
-67.3066 -3.86585 
-82.7078 -3.86944 
-78.9761 -3.87703 
-82.8675 -3.89619 
-85.1562 -3.92675 
-75.6949 -3.92818 
-74.4504 -3.93318 
-84.3827 -3.93554 
-73.8381 -3.94286 
-75.8547 -3.95493 
-84.5425 -3.96229 
-79.1918 -3.96596 
-74.4242 -3.96754 
-73.8381 -3.97144 
-83.2266 -3.98512 
-78.1252 -4.00357 
-79.1281 -4.00936 
-80.6831 -4.01466 
-80.9114 -4.02117 
-82.8125 -4.02987 
-80.6569 -4.04902 
-82.0886 -4.05067 
-72.6273 -4.05209 
-82.9723 -4.05662 
-73.8381 -4.07677 
-72.7871 -4.07885 
-67.4364 -4.08251 
-71.3279 -4.10168 
-76.0605 -4.13327 
-83.0009 -4.14207 
-76.5855 -4.14509 
-79.745 -4.15378 
-73.0028 -4.16778 
-79.9047 -4.18053 
-73.8381 -4.18232 
-74.5541 -4.1842 
FEATURES_TXT_END_0
FEATURES_TXT_BEGIN_0 1 100 2 Feature0_0 Feature1_0 
-173.578 -0.756935 
-173.432 -1.14921 
-175.69 -1.14932 
-176.516 -1.32101 
-174.519 -1.40999 
-175.544 -1.54159 
-174.639 -1.55072 
-180.509 -1.65701 
-176.37 -1.71328 
-178.628 -1.71339 
-174.373 -1.80227 
-176.631 -1.80238 
-173.578 -1.83805 
-176.805 -1.94299 
-176.752 -1.94311 
-177.457 -1.97407 
-180.363 -2.04928 
-182.621 -2.0494 
-176.586 -2.1025 
-178.482 -2.10567 
-169.9 -2.1148 
-173.779 -2.18156 
-176.485 -2.19465 
-175.58 -2.20378 
-183.447 -2.22109 
-173.432 -2.23033 
-175.69 -2.23044 
-177.967 -2.31007 
-178.917 -2.33538 
-177.311 -2.36634 
-179.569 -2.36645 
-176.516 -2.40213 
-175.834 -2.42078 
-173.222 -2.43979 
-173.578 -2.44148 
-182.475 -2.44167 
-181.57 -2.4508 
-176.437 -2.48248 
-173.933 -2.49079 
-174.519 -2.49111 
-176.44 -2.49477 
-178.699 -2.49489 
-172.513 -2.50707 
-172.012 -2.50718 
-173.634 -2.57383 
-175.892 -2.57394 
-177.746 -2.59605 
-177.693 -2.59616 
-183.301 -2.61336 
-185.559 -2.61347 
-175.544 -2.62271 
-174.639 -2.63184 
-179.524 -2.66657 
-177.821 -2.70234 
-180.079 -2.70245 
-179.03 -2.73548 
-180.509 -2.73813 
-176.718 -2.74563 
-177.527 -2.75556 
-179.423 -2.75872 
-170.841 -2.76785 
-176.37 -2.7944 
-178.628 -2.79451 
-175.688 -2.81305 
-173.87 -2.81317 
-173.578 -2.82178 
-173.076 -2.83207 
-175.334 -2.83218 
-173.432 -2.83375 
-175.69 -2.83386 
-174.72 -2.83462 
-183.736 -2.84307 
-183.683 -2.84318 
-177.593 -2.86711 
-180.905 -2.87414 
-176.291 -2.87475 
-178.55 -2.87486 
-173.787 -2.88306 
-176.045 -2.88317 
-174.373 -2.88338 
-176.631 -2.8835 
-178.553 -2.88716 
-177.648 -2.89629 
-174.626 -2.89945 
-175.69 -2.93658 
-175.746 -2.96622 
-174.841 -2.97534 
-178.772 -2.98486 
-179.858 -2.98844 
-183.517 -3.00258 
-176.16 -3.00387 
